,day,IM,REIM,year,city,location,department,lon,lat,temperature
761,60,8,NA,2007,Montpellier,Grabels,Herault,3.8466106,43.6101842,10.1
762,68,12,NA,2007,Montpellier,Grabels,Herault,3.8466106,43.6101842,11.7
763,73,7,NA,2007,Montpellier,Grabels,Herault,3.8466106,43.6101842,11
764,89,13,NA,2007,Montpellier,Grabels,Herault,3.8466106,43.6101842,12.8
765,131,NA,9,2007,Montpellier,Grabels,Herault,3.8466106,43.6101842,8.7
766,136,NA,36,2007,Montpellier,Grabels,Herault,3.8466106,43.6101842,8.9
767,145,NA,35,2007,Montpellier,Grabels,Herault,3.8466106,43.6101842,16
768,66,53,NA,2008,Montpellier,Grabels,Herault,3.8466106,43.6101842,7.2
769,81,30,NA,2008,Montpellier,Grabels,Herault,3.8466106,43.6101842,12.3
770,88,23,NA,2008,Montpellier,Grabels,Herault,3.8466106,43.6101842,9
771,121,4,NA,2008,Montpellier,Grabels,Herault,3.8466106,43.6101842,12
772,128,2,NA,2008,Montpellier,Grabels,Herault,3.8466106,43.6101842,10.3
773,135,2,0,2008,Montpellier,Grabels,Herault,3.8466106,43.6101842,10.8
774,143,0,16,2008,Montpellier,Grabels,Herault,3.8466106,43.6101842,14.2
775,150,NA,90,2008,Montpellier,Grabels,Herault,3.8466106,43.6101842,18.6
776,158,1,29,2008,Montpellier,Grabels,Herault,3.8466106,43.6101842,14.2
777,36,0,NA,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,-2.4
778,44,0,NA,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,2.1
779,55,3,NA,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,-0.3
780,65,14,NA,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,2.4
781,71,18,NA,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,5.6
782,78,34,NA,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,9.7
783,85,33,NA,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,10.1
784,90,42,NA,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,-2
785,98,26,NA,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,-0.9
786,105,10,NA,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,3.6
787,114,15,NA,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,1.4
788,120,5,NA,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,3.3
789,127,4,0,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,6.7
790,134,4,10,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,12.4
791,140,2,57,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,7
792,149,0,153,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,11.1
793,156,1,66,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,6.4
794,163,0,8,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,3.8
795,170,0,3,2009,Montpellier,Grabels,Herault,3.8466106,43.6101842,0.8
796,50,0,NA,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,-2.9
797,56,0,NA,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,2.8
798,61,0,NA,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,2.2
799,71,5,NA,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,0.2
800,77,26,NA,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,3.7
801,85,12,NA,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,5.4
802,90,39,NA,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,-5.1
803,97,23,NA,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,4.1
804,106,40,NA,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,9.3
805,116,31,NA,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,12
806,120,38,NA,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,2.7
807,127,13,NA,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,7.6
808,132,6,NA,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,12
809,141,4,0,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,13.3
810,148,1,11,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,6.8
811,154,2,36,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,6.1
812,159,0,96,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,3.8
813,169,NA,43,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,0.5
814,174,NA,21,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,6.6
815,182,NA,9,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,6
816,188,NA,1,2010,Montpellier,Grabels,Herault,3.8466106,43.6101842,7.2
817,54,39,NA,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,12.5
818,59,69,NA,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,12
819,67,117,NA,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,12.6
820,77,75,NA,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,13
821,83,52,NA,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,2.9
822,91,16,NA,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,7.5
823,98,24,NA,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,13.5
824,108,45,NA,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,7.8
825,119,15,0,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,6.5
826,125,3,4,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,10.6
827,132,1,22,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,12.2
828,139,0,90,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,6.2
829,146,NA,96,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,7.3
830,154,NA,142,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,0.8
831,161,NA,34,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,1.9
832,168,NA,13,2011,Montpellier,Grabels,Herault,3.8466106,43.6101842,1.6
833,47,1,NA,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,7.9
834,54,3,NA,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,11.8
835,60,24,NA,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,15.4
836,67,45,NA,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,8.4
837,73,43,NA,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,2.7
838,82,73,NA,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,6.6
839,89,87,NA,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,-0.3
840,96,51,NA,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,-0.5
841,102,22,NA,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,4
842,109,32,NA,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,5.1
843,115,34,NA,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,8.6
844,124,6,NA,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,10.6
845,131,6,0,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,7.6
846,144,1,26,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,-0.6
847,165,0,40,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,13.9
848,174,NA,4,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,10.4
849,181,NA,0,2012,Montpellier,Grabels,Herault,3.8466106,43.6101842,11.1
850,38,18,NA,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,16.9
851,52,37,NA,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,7.2
852,58,40,NA,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,1.8
853,71,47,NA,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,4.1
854,85,44,NA,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,12.8
855,94,37,NA,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,9.6
856,99,28,NA,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,5.4
857,109,13,NA,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,5.8
858,115,10,NA,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,1.4
859,127,2,0,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,1.6
860,144,NA,9,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,0.6
861,149,NA,41,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,9.8
862,152,NA,75,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,12.1
863,164,NA,40,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,11.6
864,173,NA,15,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,10.3
865,180,NA,3,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,5.8
866,187,NA,0,2013,Montpellier,Grabels,Herault,3.8466106,43.6101842,3.9
867,43,0,NA,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,4
868,50,1,NA,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,10.3
869,57,5,NA,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,11.9
870,64,8,NA,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,11.3
871,75,19,NA,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,10.2
872,87,52,NA,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,11.5
873,94,22,NA,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,12.5
874,99,16,NA,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,8.4
875,106,6,NA,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,5.8
876,113,2,NA,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,5.7
877,120,0,0,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,5.2
878,134,NA,13,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,13.2
879,143,NA,54,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,13
880,155,NA,13,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,8.3
881,162,NA,6,2014,Montpellier,Grabels,Herault,3.8466106,43.6101842,7.7
882,43,1,NA,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,-0.6
883,57,6,NA,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,3.3
884,65,10,NA,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,8.9
885,70,26,NA,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,17.2
886,79,68,NA,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,14.5
887,85,70,NA,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,13.9
888,92,49,NA,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,5.1
889,98,25,NA,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,6.3
890,106,22,NA,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,9.4
891,119,13,NA,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,12.8
892,126,15,NA,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,11.3
893,133,4,NA,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,11.1
894,140,2,117,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,1.1
895,147,2,393,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,8.9
896,155,0,156,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,4.1
897,161,NA,10,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,5.5
898,168,NA,20,2015,Montpellier,Grabels,Herault,3.8466106,43.6101842,4
899,29,0,NA,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,13.2
900,34,9,NA,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,9.6
901,42,19,NA,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,5.7
902,49,18,NA,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,8.1
903,56,46,NA,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,14.1
904,69,29,NA,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,12.9
905,76,49,NA,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,10.4
906,83,90,NA,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,9.7
907,90,91,NA,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,9.2
908,97,85,NA,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,7
909,104,60,NA,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,4.3
910,111,37,NA,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,9.5
911,125,9,NA,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,9.3
912,133,2,NA,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,8.8
913,139,3,0,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,2.7
914,146,0,13,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,3.2
915,154,0,61,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,5.7
916,161,1,60,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,4.8
917,169,0,9,2016,Montpellier,Grabels,Herault,3.8466106,43.6101842,1.7
918,41,0,NA,2017,Montpellier,Grabels,Herault,3.8466106,43.6101842,4.3
919,54,13,NA,2017,Montpellier,Grabels,Herault,3.8466106,43.6101842,7.7
920,60,20,NA,2017,Montpellier,Grabels,Herault,3.8466106,43.6101842,4.6
921,67,21,NA,2017,Montpellier,Grabels,Herault,3.8466106,43.6101842,-0.2
922,74,108,NA,2017,Montpellier,Grabels,Herault,3.8466106,43.6101842,1.8
923,95,30,NA,2017,Montpellier,Grabels,Herault,3.8466106,43.6101842,11.2
924,110,6,NA,2017,Montpellier,Grabels,Herault,3.8466106,43.6101842,8.6
925,117,7,NA,2017,Montpellier,Grabels,Herault,3.8466106,43.6101842,8
926,123,3,0,2017,Montpellier,Grabels,Herault,3.8466106,43.6101842,1
927,137,0,14,2017,Montpellier,Grabels,Herault,3.8466106,43.6101842,-3.4
928,143,NA,39,2017,Montpellier,Grabels,Herault,3.8466106,43.6101842,-0.4
929,157,NA,56,2017,Montpellier,Grabels,Herault,3.8466106,43.6101842,10.9
930,166,NA,15,2017,Montpellier,Grabels,Herault,3.8466106,43.6101842,6.7
931,174,NA,6,2017,Montpellier,Grabels,Herault,3.8466106,43.6101842,6.1
932,45,2,NA,2018,Montpellier,Montferrier,Herault,3.859,43.667,13.7
933,52,7,NA,2018,Montpellier,Montferrier,Herault,3.859,43.667,14
934,58,13,NA,2018,Montpellier,Montferrier,Herault,3.859,43.667,11.7
935,66,9,NA,2018,Montpellier,Montferrier,Herault,3.859,43.667,8.2
936,73,16,NA,2018,Montpellier,Montferrier,Herault,3.859,43.667,10.8
937,80,28,NA,2018,Montpellier,Montferrier,Herault,3.859,43.667,8.3
938,87,21,NA,2018,Montpellier,Montferrier,Herault,3.859,43.667,9.6
939,94,22,NA,2018,Montpellier,Montferrier,Herault,3.859,43.667,12.9
940,100,15,NA,2018,Montpellier,Montferrier,Herault,3.859,43.667,4.4
941,108,22,NA,2018,Montpellier,Montferrier,Herault,3.859,43.667,8.2
942,123,1,NA,2018,Montpellier,Montferrier,Herault,3.859,43.667,10.9
943,129,2,0,2018,Montpellier,Montferrier,Herault,3.859,43.667,15.3
944,137,3,6,2018,Montpellier,Montferrier,Herault,3.859,43.667,8.5
945,145,0,29,2018,Montpellier,Montferrier,Herault,3.859,43.667,11.4
946,152,NA,39,2018,Montpellier,Montferrier,Herault,3.859,43.667,9.4
947,159,NA,31,2018,Montpellier,Montferrier,Herault,3.859,43.667,13.2
948,164,NA,22,2018,Montpellier,Montferrier,Herault,3.859,43.667,13.6
949,172,NA,14,2018,Montpellier,Montferrier,Herault,3.859,43.667,15.9
950,180,NA,0,2018,Montpellier,Montferrier,Herault,3.859,43.667,11.8
951,46,9,NA,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,3.5
952,50,10,NA,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,4.7
953,56,47,NA,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,-0.5
954,70,52,NA,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,4.7
955,77,55,NA,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,3.3
956,84,69,NA,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,5.4
957,91,64,NA,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,5.6
958,96,31,NA,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,10.6
959,105,26,NA,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,15.9
960,133,11,15,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,5.2
961,140,6,102,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,5.2
962,149,2,191,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,1.5
963,158,0,295,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,-0.2
964,168,NA,97,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,4.3
965,175,NA,19,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,4.3
966,186,NA,1,2019,Montpellier,Montferrier_Prades,Herault,3.859,43.667,8.3
967,28,2,NA,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,13.6
968,43,16,NA,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,6.6
969,49,14,NA,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,5
970,58,27,NA,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,5
971,63,82,NA,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,8.9
972,69,122,NA,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,12.2
973,79,82,NA,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,10.8
974,133,5,4,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,12.6
975,140,4,20,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,6.4
976,150,0,30,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,8.8
977,155,NA,46,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,5.5
978,161,NA,115,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,5
979,169,NA,223,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,6.6
980,176,NA,70,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,6.6
981,185,NA,15,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,10.9
982,190,NA,7,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,10.5
983,197,NA,2,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,12.4
984,204,NA,0,2020,Montpellier,Prades_StClement_LaBoissiere,Herault,3.863,43.698,11.8
985,29,0,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
986,36,0,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
987,76,69,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
988,83,89,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
989,90,46,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
990,97,47,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
991,104,27,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
992,111,49,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
993,117,36,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
994,125,26,0,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
995,132,16,2,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
996,139,4,3,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
997,146,1,35,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
998,154,0,137,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
999,29,0,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1000,36,0,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1001,76,69,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1002,83,89,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1003,90,46,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1004,97,47,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1005,104,27,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1006,111,49,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1007,117,36,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1008,125,26,0,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1009,132,16,2,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1010,139,4,3,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1011,146,1,35,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1012,154,0,137,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1013,161,0,97,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1014,168,0,42,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1015,174,NA,21,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1016,181,NA,7,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1017,189,NA,2,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1018,196,NA,0,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1019,70,41,NA,2021,Montpellier,Montferrier,Herault,3.859,43.667,NA
1020,110,89,NA,2021,Montpellier,La Boissiere,Herault,3.67426,43.6972,NA
1021,117,72,NA,2021,Montpellier,La Boissiere,Herault,3.67426,43.6972,NA
1022,125,59,0,2021,Montpellier,La Boissiere,Herault,3.67426,43.6972,NA
1023,132,24,0,2021,Montpellier,La Boissiere,Herault,3.67426,43.6972,NA
1024,139,15,0,2021,Montpellier,La Boissiere,Herault,3.67426,43.6972,NA
1025,146,8,2,2021,Montpellier,La Boissiere,Herault,3.67426,43.6972,NA
1026,154,5,25,2021,Montpellier,La Boissiere,Herault,3.67426,43.6972,NA
1027,161,0,72,2021,Montpellier,La Boissiere,Herault,3.67426,43.6972,NA
1028,174,0,82,2021,Montpellier,La Boissiere,Herault,3.67426,43.6972,NA
1029,181,NA,49,2021,Montpellier,La Boissiere,Herault,3.67426,43.6972,NA
1030,189,NA,19,2021,Montpellier,La Boissiere,Herault,3.67426,43.6972,NA
1031,196,NA,7,2021,Montpellier,La Boissiere,Herault,3.67426,43.6972,NA
1032,200,NA,0,2021,Montpellier,La Boissiere,Herault,3.67426,43.6972,NA
